"","Cluster","time_point","genotype","treatment","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"884","W1.303.uninfected","W1","303","uninfected","GO:0071484","cellular response to light intensity","4/1123","9/26205",0.000355519907871223,0.0189949207919768,0.0178740084007437,"TF265374_c0_g1_i7/TF263357_c0_g1_i7/TF265374_c0_g1_i4/TF39746_c0_g1_i1",4
"885","W1.303.uninfected","W1","303","uninfected","GO:0071493","cellular response to UV-B","4/1123","9/26205",0.000355519907871223,0.0189949207919768,0.0178740084007437,"TF265374_c0_g1_i7/TF263357_c0_g1_i7/TF265374_c0_g1_i4/TF39746_c0_g1_i1",4
"886","W1.303.uninfected","W1","303","uninfected","GO:0006164","purine nucleotide biosynthetic process","8/1123","43/26205",0.000422428909530102,0.0215438743860352,0.0202725452755355,"TF152459_c0_g2_i3/TF176499_c2_g1_i2/TF270169_c2_g1_i4/TF304687_c1_g2_i3/TF353066_c0_g1_i2/TF381681_c0_g1_i1/TF390855_c1_g1_i1/TF235048_c1_g1_i3",8
"887","W1.303.uninfected","W1","303","uninfected","GO:0009735","response to cytokinin","26/1123","299/26205",0.000538852694784478,0.0262866401542689,0.0247354349139053,"TF146206_c0_g1_i3/TF182543_c0_g1_i1/TF186801_c0_g1_i4/TF192261_c2_g2_i2/TF240471_c0_g1_i1/TF255414_c0_g1_i1/TF273700_c0_g1_i1/TF279924_c2_g2_i1/TF292392_c2_g1_i3/TF334488_c0_g1_i7/TF342659_c0_g2_i1/TF377378_c0_g2_i3/TF380734_c0_g3_i1/TF56231_c0_g1_i4/TF58870_c0_g1_i3/TF59739_c1_g1_i1/TF168971_c0_g1_i7/TF206289_c1_g1_i1/TF217249_c0_g1_i4/TF220283_c0_g1_i2/TF288079_c0_g1_i4/TF293522_c0_g1_i4/TF306959_c0_g1_i2/TF309552_c0_g3_i1/TF36765_c0_g1_i14/TF375368_c0_g1_i6",26
"888","W1.303.uninfected","W1","303","uninfected","GO:0006096","glycolytic process","28/1123","335/26205",0.000630357613699359,0.029469218440445,0.0277302055500201,"TF110823_c0_g1_i2/TF135132_c0_g1_i2/TF176499_c2_g1_i2/TF191035_c1_g1_i4/TF240471_c0_g1_i1/TF240820_c0_g7_i1/TF255414_c0_g1_i1/TF256633_c4_g2_i1/TF292960_c1_g2_i2/TF30375_c0_g1_i1/TF303767_c0_g1_i1/TF322458_c1_g2_i1/TF336387_c0_g2_i1/TF340853_c1_g1_i3/TF342648_c0_g1_i8/TF352356_c0_g1_i7/TF405200_c2_g2_i4/TF407143_c1_g1_i2/TF415678_c0_g2_i2/TF53025_c1_g1_i1/TF114943_c0_g1_i12/TF237406_c0_g1_i3/TF258429_c0_g1_i13/TF310865_c0_g1_i6/TF382591_c0_g1_i3/TF66501_c0_g2_i8/TF75649_c1_g1_i3/TF76029_c1_g2_i2",28
"889","W1.303.uninfected","W1","303","uninfected","GO:0009266","response to temperature stimulus","18/1123","179/26205",0.000712842302449132,0.031992362533917,0.0301044559729044,"TF188621_c1_g2_i4/TF240471_c0_g1_i1/TF240820_c0_g7_i1/TF255414_c0_g1_i1/TF256633_c4_g2_i1/TF30375_c0_g1_i1/TF336387_c0_g2_i1/TF348980_c4_g3_i1/TF352356_c0_g1_i7/TF405200_c2_g2_i4/TF53025_c1_g1_i1/TF114943_c0_g1_i12/TF258429_c0_g1_i13/TF325581_c0_g1_i4/TF382591_c0_g1_i3/TF66501_c0_g2_i8/TF75649_c1_g1_i3/TF76029_c1_g2_i2",18
"890","W1.303.uninfected","W1","303","uninfected","GO:0004784","superoxide dismutase activity","4/1123","11/26205",0.000869080106769516,0.0375041492228999,0.0352909857121387,"TF265374_c0_g1_i7/TF263357_c0_g1_i7/TF265374_c0_g1_i4/TF39746_c0_g1_i1",4
"891","W1.303.uninfected","W1","303","uninfected","GO:0006364","rRNA processing","25/1123","295/26205",0.0009864796600935,0.040993710319441,0.0385746237455665,"TF145937_c0_g1_i4/TF146206_c0_g1_i3/TF167815_c4_g2_i1/TF195852_c0_g1_i2/TF203054_c0_g1_i5/TF223154_c0_g3_i4/TF234729_c0_g1_i3/TF242388_c3_g1_i5/TF24989_c0_g1_i3/TF258097_c0_g1_i2/TF281511_c0_g1_i2/TF296377_c2_g1_i1/TF304687_c1_g2_i3/TF30903_c0_g1_i1/TF318169_c0_g1_i2/TF326456_c0_g1_i2/TF374756_c0_g1_i4/TF380734_c0_g3_i1/TF400673_c0_g2_i2/TF413494_c0_g1_i3/TF47218_c0_g1_i5/TF63515_c1_g1_i10/TF114628_c0_g1_i9/TF164780_c0_g1_i1/TF197311_c0_g1_i4",25
"892","W1.315.infected","W1","315","infected","GO:0003735","structural constituent of ribosome","62/750","342/26205",1.16522453814087e-31,1.11278943392453e-28,1.03643656287267e-28,"TF108283_c1_g1_i8/TF120229_c0_g1_i1/TF137792_c1_g4_i3/TF146206_c0_g1_i3/TF151290_c0_g1_i1/TF152459_c0_g2_i3/TF16845_c0_g1_i2/TF171602_c2_g1_i3/TF172015_c0_g2_i6/TF187763_c0_g1_i5/TF203054_c0_g1_i5/TF206289_c1_g1_i5/TF213040_c0_g1_i1/TF219500_c1_g1_i4/TF219635_c0_g1_i4/TF22752_c0_g1_i2/TF247120_c0_g2_i5/TF247581_c0_g1_i3/TF258097_c0_g1_i2/TF258277_c0_g1_i4/TF259247_c1_g1_i1/TF265663_c0_g2_i2/TF282177_c0_g1_i7/TF287799_c1_g1_i1/TF291244_c1_g1_i1/TF308851_c0_g1_i2/TF310001_c0_g1_i2/TF310625_c0_g3_i1/TF312489_c0_g1_i2/TF323691_c0_g2_i6/TF348901_c0_g1_i3/TF355778_c2_g1_i5/TF361964_c0_g1_i4/TF368567_c1_g1_i1/TF385319_c0_g1_i1/TF401552_c0_g1_i3/TF402658_c0_g1_i1/TF402661_c0_g1_i1/TF403113_c0_g1_i6/TF59163_c0_g1_i1/TF66816_c1_g1_i1/TF79168_c0_g1_i1/TF118988_c1_g2_i3/TF130964_c0_g3_i8/TF144612_c0_g1_i14/TF156136_c0_g1_i4/TF160360_c0_g1_i7/TF161596_c0_g3_i7/TF165559_c1_g2_i2/TF206289_c1_g1_i1/TF282659_c0_g1_i10/TF310560_c0_g1_i1/TF316403_c0_g1_i2/TF330124_c1_g1_i8/TF330124_c1_g1_i2/TF347550_c0_g1_i10/TF355898_c0_g1_i5/TF385319_c0_g1_i5/TF401552_c0_g1_i1/TF407148_c0_g1_i6/TF53229_c0_g2_i8/TF58936_c0_g1_i3",62
"893","W1.315.infected","W1","315","infected","GO:0006412","translation","62/750","349/26205",3.85722172811768e-31,1.84182337517619e-28,1.71544861066286e-28,"TF108283_c1_g1_i8/TF120229_c0_g1_i1/TF137792_c1_g4_i3/TF146206_c0_g1_i3/TF151290_c0_g1_i1/TF152459_c0_g2_i3/TF16845_c0_g1_i2/TF171602_c2_g1_i3/TF172015_c0_g2_i6/TF187763_c0_g1_i5/TF203054_c0_g1_i5/TF206289_c1_g1_i5/TF213040_c0_g1_i1/TF219500_c1_g1_i4/TF219635_c0_g1_i4/TF22752_c0_g1_i2/TF247120_c0_g2_i5/TF247581_c0_g1_i3/TF258097_c0_g1_i2/TF258277_c0_g1_i4/TF259247_c1_g1_i1/TF265663_c0_g2_i2/TF282177_c0_g1_i7/TF287799_c1_g1_i1/TF291244_c1_g1_i1/TF308851_c0_g1_i2/TF310001_c0_g1_i2/TF310625_c0_g3_i1/TF312489_c0_g1_i2/TF323691_c0_g2_i6/TF342886_c1_g4_i1/TF348901_c0_g1_i3/TF355778_c2_g1_i5/TF361964_c0_g1_i4/TF368567_c1_g1_i1/TF385319_c0_g1_i1/TF401552_c0_g1_i3/TF402658_c0_g1_i1/TF402661_c0_g1_i1/TF403113_c0_g1_i6/TF59163_c0_g1_i1/TF66816_c1_g1_i1/TF77336_c0_g1_i1/TF79168_c0_g1_i1/TF118988_c1_g2_i3/TF130964_c0_g3_i8/TF144612_c0_g1_i14/TF156136_c0_g1_i4/TF160360_c0_g1_i7/TF161596_c0_g3_i7/TF165559_c1_g2_i2/TF206289_c1_g1_i1/TF282659_c0_g1_i10/TF310560_c0_g1_i1/TF330124_c1_g1_i8/TF330124_c1_g1_i2/TF347550_c0_g1_i10/TF355898_c0_g1_i5/TF385319_c0_g1_i5/TF401552_c0_g1_i1/TF407148_c0_g1_i6/TF53229_c0_g2_i8",62
"894","W1.315.infected","W1","315","infected","GO:0001510","RNA methylation","38/750","224/26205",8.35613564142116e-19,2.66003651251907e-16,2.47752091824592e-16,"TF108283_c1_g1_i8/TF120229_c0_g1_i1/TF137792_c1_g4_i3/TF151290_c0_g1_i1/TF152459_c0_g2_i3/TF165223_c4_g4_i1/TF171602_c2_g1_i3/TF203054_c0_g1_i5/TF206289_c1_g1_i5/TF213040_c0_g1_i1/TF219500_c1_g1_i4/TF223219_c0_g1_i1/TF223219_c0_g2_i1/TF259247_c1_g1_i1/TF265663_c0_g2_i2/TF269897_c2_g1_i6/TF287799_c1_g1_i1/TF312489_c0_g1_i2/TF323691_c0_g2_i6/TF355778_c2_g1_i5/TF361964_c0_g1_i4/TF368567_c1_g1_i1/TF368765_c2_g1_i1/TF385319_c0_g1_i1/TF389239_c0_g1_i1/TF66816_c1_g1_i1/TF79168_c0_g1_i1/TF118988_c1_g2_i3/TF150608_c0_g1_i2/TF156136_c0_g1_i4/TF161596_c0_g3_i7/TF161702_c1_g1_i3/TF165559_c1_g2_i2/TF206289_c1_g1_i1/TF316403_c0_g1_i2/TF355898_c0_g1_i5/TF53229_c0_g2_i8/TF83973_c0_g1_i4",38
"895","W1.315.infected","W1","315","infected","GO:0042254","ribosome biogenesis","23/750","104/26205",1.77266799647919e-14,4.23224484159407e-12,3.9418538342761e-12,"TF151290_c0_g1_i1/TF172015_c0_g2_i6/TF187763_c0_g1_i5/TF203054_c0_g1_i5/TF206289_c1_g1_i5/TF247120_c0_g2_i5/TF247581_c0_g1_i3/TF258097_c0_g1_i2/TF282177_c0_g1_i7/TF361964_c0_g1_i4/TF368567_c1_g1_i1/TF401552_c0_g1_i3/TF402661_c0_g1_i1/TF59163_c0_g1_i1/TF66816_c1_g1_i1/TF79168_c0_g1_i1/TF165559_c1_g2_i2/TF206289_c1_g1_i1/TF330124_c1_g1_i8/TF330124_c1_g1_i2/TF347550_c0_g1_i10/TF401552_c0_g1_i1/TF58936_c0_g1_i3",23
"896","W1.315.infected","W1","315","infected","GO:0009408","response to heat","43/750","411/26205",2.81867510116775e-13,5.3836694432304e-11,5.01427465365631e-11,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF162071_c2_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF269493_c2_g1_i1/TF280306_c3_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF305789_c0_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF346678_c0_g1_i4/TF374518_c0_g2_i2/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF52576_c2_g2_i3/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF92658_c0_g1_i12/TF102884_c0_g1_i1/TF109815_c0_g1_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF92658_c0_g1_i4",43
"897","W1.315.infected","W1","315","infected","GO:0009644","response to high light intensity","38/750","391/26205",6.27378238182012e-11,9.98577029106369e-09,9.30060721515438e-09,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF21968_c3_g4_i2/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF280306_c3_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF326436_c0_g1_i1/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF346678_c0_g1_i4/TF374518_c0_g2_i2/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF109815_c0_g1_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF375368_c0_g1_i6/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF92658_c0_g1_i4",38
"898","W1.315.infected","W1","315","infected","GO:0042542","response to hydrogen peroxide","36/750","370/26205",1.9451754540467e-10,2.55961871341811e-08,2.38399318031227e-08,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF226965_c0_g1_i1/TF240471_c0_g1_i1/TF280306_c3_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF325029_c1_g1_i4/TF326436_c0_g1_i1/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF346678_c0_g1_i4/TF374518_c0_g2_i2/TF395657_c1_g2_i1/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF109815_c0_g1_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF31272_c0_g1_i10/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF92658_c0_g1_i4",36
"899","W1.315.infected","W1","315","infected","GO:0009664","plant-type cell wall organization","21/750","133/26205",2.14418321542879e-10,2.55961871341811e-08,2.38399318031227e-08,"TF120229_c0_g1_i1/TF131164_c0_g1_i2/TF136058_c0_g1_i1/TF205513_c2_g1_i3/TF213040_c0_g1_i1/TF219500_c1_g1_i4/TF259247_c1_g1_i1/TF284343_c0_g1_i1/TF30903_c0_g1_i1/TF312489_c0_g1_i2/TF323691_c0_g2_i6/TF324333_c0_g1_i6/TF355778_c2_g1_i5/TF368567_c1_g1_i1/TF401552_c0_g1_i3/TF59163_c0_g1_i1/TF118988_c1_g2_i3/TF330124_c1_g1_i8/TF330124_c1_g1_i2/TF401552_c0_g1_i1/TF53229_c0_g2_i8",21
"900","W1.315.infected","W1","315","infected","GO:0042545","cell wall modification","14/750","68/26205",6.47041608786899e-09,6.86583040434988e-07,6.39473870672433e-07,"TF120229_c0_g1_i1/TF136058_c0_g1_i1/TF213040_c0_g1_i1/TF219500_c1_g1_i4/TF259247_c1_g1_i1/TF312489_c0_g1_i2/TF323691_c0_g2_i6/TF355778_c2_g1_i5/TF368567_c1_g1_i1/TF59163_c0_g1_i1/TF118988_c1_g2_i3/TF330124_c1_g1_i8/TF330124_c1_g1_i2/TF53229_c0_g2_i8",14
"901","W1.315.infected","W1","315","infected","GO:0005507","copper ion binding","25/750","237/26205",2.35788185208062e-08,2.25177716873699e-06,2.09727385790329e-06,"TF107410_c1_g1_i5/TF150529_c0_g1_i1/TF152526_c0_g3_i1/TF159309_c0_g2_i3/TF176499_c2_g1_i2/TF18564_c0_g1_i7/TF188744_c0_g2_i3/TF238568_c0_g1_i3/TF265374_c0_g1_i7/TF270169_c2_g1_i4/TF296187_c0_g1_i4/TF30903_c0_g1_i1/TF310865_c0_g1_i2/TF313162_c0_g1_i5/TF317341_c0_g1_i4/TF374756_c0_g1_i4/TF39746_c0_g1_i3/TF52982_c0_g3_i4/TF155888_c0_g1_i4/TF237406_c0_g1_i3/TF265374_c0_g1_i4/TF309552_c0_g3_i1/TF310865_c0_g1_i6/TF334651_c0_g1_i5/TF349459_c0_g1_i1",25
"902","W1.315.infected","W1","315","infected","GO:0034976","response to endoplasmic reticulum stress","25/750","345/26205",2.35762572695368e-05,0.00204684779021888,0.00190640549213001,"TF131450_c0_g1_i1/TF150529_c0_g1_i1/TF188744_c0_g2_i3/TF21521_c0_g1_i3/TF222768_c1_g1_i3/TF240471_c0_g1_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF316475_c2_g1_i1/TF317341_c0_g1_i4/TF336387_c0_g2_i1/TF346678_c0_g1_i4/TF374518_c0_g2_i2/TF395657_c1_g2_i1/TF411950_c0_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF237406_c0_g1_i3/TF31272_c0_g1_i10/TF402140_c0_g1_i4",25
"903","W1.315.infected","W1","315","infected","GO:0009735","response to cytokinin","22/750","299/26205",5.7020180280341e-05,0.00453785601397714,0.00422649581902528,"TF101454_c1_g1_i1/TF146206_c0_g1_i3/TF159309_c0_g2_i3/TF182543_c0_g1_i1/TF206289_c1_g1_i5/TF240471_c0_g1_i1/TF292392_c2_g1_i3/TF296079_c1_g1_i1/TF306959_c0_g1_i1/TF342659_c0_g2_i1/TF350409_c0_g1_i1/TF412416_c0_g3_i1/TF79168_c0_g1_i1/TF206289_c1_g1_i1/TF220283_c0_g1_i2/TF238568_c0_g1_i1/TF309552_c0_g3_i1/TF310560_c0_g1_i1/TF36765_c0_g1_i14/TF375368_c0_g1_i6/TF407148_c0_g1_i6/TF98375_c0_g1_i6",22
"904","W1.315.infected","W1","315","infected","GO:0010286","heat acclimation","13/750","127/26205",7.41597932245885e-05,0.00544789250226785,0.00507409111536658,"TF167263_c0_g2_i9/TF294075_c3_g2_i4/TF298391_c1_g1_i3/TF325029_c1_g1_i4/TF414373_c1_g1_i1/TF66461_c4_g3_i2/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF298391_c1_g1_i7/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF71468_c0_g3_i4",13
"905","W1.315.infected","W1","315","infected","GO:0006626","protein targeting to mitochondrion","14/750","150/26205",0.000108750216977789,0.00741831837241348,0.00690931829670916,"TF134343_c0_g5_i2/TF150529_c0_g1_i1/TF160393_c0_g1_i2/TF165813_c4_g1_i6/TF188744_c0_g2_i3/TF279270_c0_g2_i9/TF313162_c0_g1_i5/TF326486_c1_g1_i1/TF368765_c2_g1_i1/TF377023_c0_g1_i7/TF53626_c0_g1_i1/TF74670_c0_g1_i6/TF46738_c0_g1_i9/TF58936_c0_g1_i3",14
"906","W1.315.infected","W1","315","infected","GO:0006364","rRNA processing","21/750","295/26205",0.000132634797300005,0.00844441542810034,0.00786501078726348,"TF111893_c2_g1_i3/TF146206_c0_g1_i3/TF192752_c1_g2_i3/TF195852_c0_g1_i2/TF203054_c0_g1_i5/TF238568_c0_g1_i3/TF24989_c0_g1_i3/TF258097_c0_g1_i2/TF259541_c3_g1_i2/TF270102_c0_g1_i4/TF282177_c0_g1_i7/TF288306_c1_g3_i2/TF30903_c0_g1_i1/TF329695_c1_g1_i2/TF374756_c0_g1_i4/TF389239_c0_g1_i1/TF53544_c0_g1_i2/TF197311_c0_g1_i4/TF349459_c0_g1_i1/TF387573_c1_g2_i7/TF83973_c0_g1_i4",21
"907","W1.315.infected","W1","315","infected","GO:0001072","transcription antitermination factor activity, RNA binding","3/750","5/26205",0.000223656683060689,0.0125642430778211,0.0117021608164881,"TF238568_c0_g1_i3/TF374756_c0_g1_i4/TF349459_c0_g1_i1",3
"908","W1.315.infected","W1","315","infected","GO:0031564","transcription antitermination","3/750","5/26205",0.000223656683060689,0.0125642430778211,0.0117021608164881,"TF238568_c0_g1_i3/TF374756_c0_g1_i4/TF349459_c0_g1_i1",3
"909","W1.315.infected","W1","315","infected","GO:0009220","pyrimidine ribonucleotide biosynthetic process","15/750","189/26205",0.000375668533564022,0.0199313027529801,0.0185637374772865,"TF129451_c0_g1_i6/TF141279_c0_g1_i1/TF154133_c2_g1_i1/TF165223_c4_g4_i1/TF206289_c1_g1_i5/TF221463_c0_g2_i3/TF270169_c2_g1_i4/TF312489_c0_g1_i2/TF313162_c0_g1_i5/TF323691_c0_g2_i6/TF355778_c2_g1_i5/TF156136_c0_g1_i4/TF161702_c1_g1_i3/TF184929_c0_g1_i16/TF206289_c1_g1_i1",15
"910","W1.315.infected","W1","315","infected","GO:0051087","chaperone binding","3/750","6/26205",0.000437776283951281,0.0220040184828144,0.0204942360076915,"TF310865_c0_g1_i2/TF317341_c0_g1_i4/TF155888_c0_g1_i4",3
"911","W1.315.infected","W1","315","infected","GO:0006096","glycolytic process","21/750","335/26205",0.000723765662169951,0.0340979587219228,0.0317583633177457,"TF107410_c1_g1_i5/TF135132_c0_g1_i2/TF136058_c0_g1_i1/TF143817_c1_g1_i3/TF152526_c0_g3_i1/TF176499_c2_g1_i2/TF209277_c0_g2_i9/TF240471_c0_g1_i1/TF322458_c1_g2_i1/TF336387_c0_g2_i1/TF352356_c0_g1_i7/TF39746_c0_g1_i3/TF405200_c2_g2_i4/TF415678_c0_g2_i2/TF52982_c0_g3_i4/TF53025_c1_g1_i1/TF216241_c0_g1_i4/TF237406_c0_g1_i3/TF238568_c0_g1_i1/TF310865_c0_g1_i6/TF392623_c0_g1_i3",21
"912","W1.315.infected","W1","315","infected","GO:0008097","5S rRNA binding","3/750","7/26205",0.000749798045194115,0.0340979587219228,0.0317583633177457,"TF206289_c1_g1_i5/TF206289_c1_g1_i1/TF322476_c0_g1_i9",3
"913","W1.315.infected","W1","315","infected","GO:0009658","chloroplast organization","15/750","206/26205",0.000920136876945285,0.0385550588004961,0.0359096441845348,"TF111893_c2_g1_i3/TF129371_c1_g2_i2/TF162071_c2_g1_i1/TF195852_c0_g1_i2/TF228711_c0_g1_i2/TF24989_c0_g1_i3/TF259541_c3_g1_i2/TF296079_c1_g1_i1/TF329695_c1_g1_i2/TF52982_c0_g3_i4/TF71051_c2_g1_i1/TF102884_c0_g1_i1/TF310865_c0_g1_i6/TF329151_c0_g1_i8/TF387573_c1_g2_i7",15
"914","W1.315.infected","W1","315","infected","GO:0009853","photorespiration","14/750","185/26205",0.000928551154357498,0.0385550588004961,0.0359096441845348,"TF107410_c1_g1_i5/TF152526_c0_g3_i1/TF171602_c2_g1_i3/TF240471_c0_g1_i1/TF245605_c0_g1_i1/TF339629_c1_g1_i2/TF342659_c0_g2_i1/TF368765_c2_g1_i1/TF385319_c0_g1_i1/TF415678_c0_g2_i2/TF70390_c1_g1_i2/TF216241_c0_g1_i4/TF334651_c0_g1_i5/TF392623_c0_g1_i3",14
"915","W1.315.infected","W1","315","infected","GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","21/750","346/26205",0.001088175341628,0.0433003104689477,0.0403293054243712,"TF100277_c0_g1_i7/TF111893_c2_g1_i3/TF143817_c1_g1_i3/TF172414_c1_g1_i1/TF195852_c0_g1_i2/TF201333_c2_g2_i1/TF26223_c3_g1_i1/TF264465_c1_g1_i1/TF270102_c0_g1_i4/TF282177_c0_g1_i7/TF30903_c0_g1_i1/TF313713_c0_g1_i1/TF328297_c0_g1_i4/TF329201_c0_g1_i1/TF348901_c0_g1_i3/TF52982_c0_g3_i4/TF78439_c4_g1_i1/TF251185_c3_g3_i2/TF310865_c0_g1_i6/TF375368_c0_g1_i6/TF53544_c0_g1_i5",21
"916","W1.315.infected","W1","315","infected","GO:0071457","cellular response to ozone","3/750","8/26205",0.00117417288997417,0.0448534043970134,0.0417758354538179,"TF265374_c0_g1_i7/TF39746_c0_g1_i3/TF265374_c0_g1_i4",3
"917","W1.315.uninfected","W1","315","uninfected","GO:0009408","response to heat","53/766","411/26205",1.13648855878993e-19,1.11603176473171e-16,1.04198056284845e-16,"TF109815_c0_g1_i1/TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF164074_c0_g1_i1/TF167263_c0_g2_i9/TF181145_c1_g1_i3/TF188744_c0_g2_i3/TF193276_c0_g2_i4/TF194792_c0_g1_i1/TF216609_c0_g1_i7/TF221181_c0_g1_i4/TF240471_c0_g1_i1/TF261024_c0_g2_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF293302_c0_g2_i1/TF305789_c0_g1_i1/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF321285_c2_g2_i5/TF322458_c1_g2_i1/TF325029_c1_g1_i4/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF346678_c0_g1_i4/TF380387_c1_g1_i3/TF413955_c2_g1_i2/TF414373_c1_g1_i1/TF415678_c0_g2_i2/TF52576_c2_g2_i3/TF66461_c4_g3_i2/TF75984_c0_g3_i5/TF92658_c0_g1_i12/TF102884_c0_g1_i1/TF109815_c0_g1_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF185358_c0_g1_i10/TF194792_c0_g1_i4/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF283990_c0_g3_i1/TF30652_c0_g1_i1/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF53341_c0_g1_i5/TF75508_c0_g1_i2/TF92658_c0_g1_i4",53
"918","W1.315.uninfected","W1","315","uninfected","GO:0009644","response to high light intensity","42/766","391/26205",4.43225177023079e-13,2.17623561918332e-10,2.03183752203738e-10,"TF131450_c0_g1_i1/TF14076_c4_g4_i1/TF150529_c0_g1_i1/TF167263_c0_g2_i9/TF182991_c0_g1_i1/TF188744_c0_g2_i3/TF194792_c0_g1_i1/TF221181_c0_g1_i4/TF240471_c0_g1_i1/TF283953_c0_g1_i4/TF292392_c2_g1_i3/TF310865_c0_g1_i2/TF31272_c0_g1_i3/TF317341_c0_g1_i4/TF321285_c2_g2_i5/TF325029_c1_g1_i4/TF326436_c0_g1_i1/TF336387_c0_g2_i1/TF336387_c0_g3_i1/TF346678_c0_g1_i4/TF348980_c4_g3_i1/TF370300_c0_g1_i1/TF414373_c1_g1_i1/TF59739_c1_g1_i1/TF66461_c4_g3_i2/TF92658_c0_g1_i12/TF109815_c0_g1_i2/TF155888_c0_g1_i4/TF167263_c0_g2_i10/TF194792_c0_g1_i4/TF218549_c0_g1_i7/TF226965_c0_g1_i2/TF260012_c0_g1_i14/TF283990_c0_g3_i1/TF30652_c0_g1_i1/TF325029_c1_g1_i9/TF393249_c1_g1_i2/TF393249_c1_g1_i4/TF402140_c0_g1_i4/TF53341_c0_g1_i5/TF75508_c0_g1_i2/TF92658_c0_g1_i4",42
